Date,Ticker,Close,High,Low,Open,Volume,Sentiment_Score,Returns,MA20,MA50,Momentum_30,Volatility,Trend_Score,Momentum_30_scaled,Volatility_scaled,Sentiment_Score_scaled,Trend_Score_scaled,Growth_Score,BlueChip_Score,Dividend_Score
2026-07-16,V,365.1400146484375,365.1400146484375,357.1099853515625,358.0400085449219,9069100,1.1428571428571428,0.028157908395366915,344.8915023803711,332.3054010009766,0.15069962883039745,0.014780661845994943,2,0.4230757801780385,0.11031286751219953,0.8406593406593407,1.0,0.6637356922868214,0.9080726551929224,0.9129754343757683
2026-07-16,JNJ,249.97000122070312,253.5500030517578,246.3000030517578,248.89999389648438,11090700,0.9032258064516129,0.011942340285074016,250.88300018310548,237.74530303955078,0.12149491634981069,0.018493472225916668,2,0.4064571057416198,0.15555793070120505,0.5272952853598015,1.0,0.5614171384787503,0.7959654133274585,0.8276800917213578
2026-07-16,AAPL,333.260009765625,334.67999267578125,326.7900085449219,328.010009765625,62727600,0.8703703703703703,0.017587816078244334,303.6285003662109,301.6359844970703,0.057296944350152756,0.021700759969154212,2,0.36992583713728666,0.19464259211910517,0.4843304843304842,1.0,0.5302620638677886,0.7674421084515033,0.7995448008065442
2026-07-16,JPM,343.1499938964844,349.3399963378906,341.1099853515625,349.2799987792969,12426100,0.6666666666666666,-0.010838574056478478,333.8901702880859,316.42665222167966,0.1453212379485922,0.01517684694525246,2,0.4200152560548875,0.1151408597919525,0.21794871794871795,1.0,0.47539224341205916,0.7193282714678344,0.7860193136937673
2026-07-16,MSFT,401.1000061035156,405.989990234375,392.04998779296875,398.30999755859375,36944800,1.2647058823529411,0.013826052506617614,380.41199645996096,401.6475311279297,-0.09111507030778143,0.02217251441987543,0,0.28547333805198677,0.20039148790112626,0.9999999999999999,0.0,0.4427366690259933,0.6198434048395495,0.5998042560494369
2026-07-16,AMZN,249.88999938964844,258.0799865722656,248.0,255.1199951171875,45233800,1.2133333333333334,-0.019885500434225545,241.56999893188475,252.65940002441405,-0.025845898596502992,0.021021773555747077,0,0.322614163051564,0.18636832544897974,0.9328205128205128,0.0,0.44115323537193585,0.605298823666562,0.5933799398396127
2026-07-16,NVDA,207.39999389648438,211.0800018310547,205.85000610351562,210.1699981689453,122377500,1.2608695652173914,-0.02400002872242646,202.21699905395508,209.68210174560548,-0.06811903578099476,0.026635610145901475,0,0.29855902110342397,0.25477968107001253,0.9949832775919732,0.0,0.4477744938293039,0.5965831108495869,0.5716068149833884
2026-07-16,GOOGL,354.4599914550781,375.2699890136719,352.29998779296875,373.05999755859375,41026700,1.1304347826086956,-0.044376203431425565,356.752001953125,371.3140411376953,-0.019837767403489415,0.021574563685077625,0,0.3260330351371685,0.1931047385087672,0.8244147157190634,0.0,0.4103409322843033,0.5700825193122121,0.5683305738894291
2026-07-16,META,664.5399780273438,681.9000244140625,660.1599731445312,677.280029296875,15773700,1.1830985915492958,-0.02461437464787497,601.3319915771484,603.3998095703125,0.11298948745530679,0.03352420949475177,0,0.40161716924733565,0.3387255552002838,0.8932827735644636,0.0,0.4687934166930069,0.5324946099892256,0.5092937771127508
2026-07-16,TSLA,391.05999755859375,395.30999755859375,385.32000732421875,392.3500061035156,29130400,0.5,-0.00861936310433542,398.62899627685545,409.9703985595703,-0.07712274845172296,0.036238679343363,0,0.2934355407851927,0.3718046374203822,0.0,0.0,0.14671777039259634,0.2512781450318471,0.31409768128980886
